300681,211986,3970,5,0
300681,236225,2594,5,0
359701,768715,2436,5,0
359701,387844,2436,5,0
62392,353560,3826,4,1
409280,587711,4444,5,1
409280,469150,1751,5,1
409280,923604,4444,5,1
409280,170113,1751,5,1
409280,107787,4444,5,1
409280,1029459,2532,5,1
409280,752913,1751,5,1
409280,469150,1751,5,1
409280,1046099,1751,5,1
409280,254926,2332,5,1
409280,849329,2332,5,1
409280,54561,1751,5,1
409280,418285,2532,5,1
409280,496882,4444,5,1
409280,21596,184,5,1
409280,406935,2532,5,1
409280,106984,4444,5,1
409280,254926,2332,5,1
409280,1046099,1751,5,1
409280,172987,184,5,1
401805,209498,4432,6,0
401805,935408,2711,6,0
64898,870582,2332,5,0
64898,369246,2332,5,0
64898,1094332,1050,5,0
255390,183925,4585,6,1
255390,934988,4585,6,1
255390,934988,4585,6,1
142526,33363,4170,6,0
142526,738624,4509,6,0
142526,1028427,4170,6,0
198759,172878,422,5,2
198759,1056503,2242,5,2
198759,172878,422,5,2
198759,672849,2242,5,2
198759,558012,2242,5,2
190674,330099,1102,3,0
190674,378023,1310,3,0
190674,1075804,1113,3,0
206021,712816,4127,4,0
206021,458633,1056,4,0
232889,1613,2730,0,0
232889,337879,3518,0,0
287427,868713,4798,4,1
287427,326171,4798,4,1
287427,298026,3734,4,1
287427,256896,3734,4,1
277052,580105,1667,4,0
333065,87694,1000,4,2
333065,883361,1000,4,2
333065,447409,3941,4,2
333065,1087437,2445,4,2
219316,158089,4509,4,0
219316,692709,4006,4,0
219316,586263,4006,4,0
219316,840951,4509,4,0
219316,708206,4048,4,0
219316,708206,4048,4,0
219316,692709,4006,4,0
219316,709633,2367,4,0
89355,664924,3136,6,0
89355,1039855,3136,6,0
382472,315233,1964,5,0
382472,313424,4043,5,0
382472,382411,1426,5,0
382472,848375,4043,5,0
382472,390516,4043,5,0
258542,123765,1724,5,0
396129,716001,773,4,0
396129,618711,773,4,0
396129,239443,773,4,0
396129,618711,773,4,0
396129,912303,773,4,0
396129,618711,773,4,0
396129,716001,773,4,0
343130,1063715,4648,5,0
119408,626949,3303,5,0
119408,408367,2206,5,0
33933,179800,4444,5,0
33933,207570,4444,5,0
17159,1008271,4633,4,0
17159,690433,121,4,0
17159,793781,121,4,0
17159,1008271,4633,4,0
17159,854301,4633,4,0
310632,363099,4179,4,2
310632,181387,3144,4,2
310632,220278,3828,4,2
310632,736953,1399,4,2
310632,741988,4179,4,2
310632,736953,1399,4,2
310632,562187,3828,4,2
310632,696294,3128,4,2
310632,102025,4298,4,2
310632,727941,2963,4,2
310632,431009,3828,4,2
310632,1063861,3828,4,2
310632,862596,1000,4,2
310632,29772,2634,4,2
310632,221667,1989,4,2
310632,456624,2472,4,2
394035,475546,3906,5,0
387110,831944,3524,5,0
241618,241488,437,5,0
241618,368863,437,5,0
241618,88296,437,5,0
241618,815632,437,5,0
244153,561633,574,4,0
204505,16025,3545,6,1
248997,1009859,114,4,0
348053,313086,2066,5,1
348053,1003225,448,5,1
348053,679673,859,5,1
200040,437899,4659,4,0
187813,1075577,1472,4,1
187813,397865,2360,4,1
160113,102993,3476,5,1
80721,730748,2715,5,0
80721,623639,1203,5,0
80721,1100651,2715,5,0
379228,1011809,2468,5,0
379228,794392,1486,5,0
251260,142889,4170,6,0
251260,205788,1760,6,0
251260,147751,1760,6,0
251260,33363,4170,6,0
251260,293882,1760,6,0
251260,734858,535,6,0
251260,395351,2617,6,0
251260,110117,4020,6,0
251260,393612,535,6,0
251260,512031,3137,6,0
251260,828405,535,6,0
251260,528905,1760,6,0
363099,170236,2313,4,0
363099,450541,3139,4,0
363099,676215,1727,4,0
283204,202521,2823,4,0
283204,677220,2418,4,0
283204,514775,1595,4,0
283204,828047,2677,4,0
283204,707895,4444,4,0
283204,587711,4444,4,0
283204,61726,2823,4,0
283204,1004252,4659,4,0
283204,103402,4444,4,0
283204,1096539,1058,4,0
283204,498583,2915,4,0
283204,986158,2326,4,0
283204,279576,1257,4,0
283204,793315,1236,4,0
294091,638862,3873,4,1
133418,163543,3995,6,1
133418,683583,1845,6,1
133418,713764,2278,6,1
358360,28775,3361,5,0
362908,428088,1892,4,0
398807,879605,3281,4,1
398807,660005,2956,4,1
398807,342583,4150,4,1
398807,881084,3552,4,1
308386,979049,1875,5,1
308386,212085,1913,5,1
308386,618557,1,5,1
308386,748908,1742,5,1
15361,779070,4043,4,0
383227,1088537,1346,6,1
383227,659852,1346,6,1
383227,782639,2332,6,1
72428,809664,3127,6,0
72428,714502,4143,6,0
287404,690783,859,4,0
287404,191851,859,4,0
287404,9155,859,4,0
287404,1015670,1102,4,0
287404,722780,109,4,0
370015,189231,1577,5,0
289429,1080727,3473,6,0
289429,326377,4368,6,0
289429,996904,4368,6,0
289429,557122,4368,6,0
289429,939073,4368,6,0
289429,429766,1058,6,0
289429,683250,4368,6,0
289429,480046,1058,6,0
28239,148317,2883,5,0
28239,759114,2883,5,0
28239,278083,339,5,0
28239,950357,922,5,0
28239,617268,1952,5,0
244974,650498,1500,5,1
340040,438286,594,3,0
369232,953290,3103,6,0
214182,320733,2928,5,1
214182,1033997,2928,5,1
214182,1033997,2928,5,1
28422,419086,1127,4,0
28422,77577,598,4,0
28422,44166,196,4,0
28422,529131,3268,4,0
237909,831182,1557,3,1
237909,253700,1152,3,1
343791,454937,361,5,0
144854,692871,121,5,0
144854,986050,121,5,0
217494,646334,1304,4,1
217494,370379,3016,4,1
217494,100399,2532,4,1
217494,646334,1304,4,1
70585,823727,1087,6,2
70585,271824,2176,6,2
70585,384173,1761,6,2
70585,823727,1087,6,2
69762,81360,2537,6,1
69762,619527,3087,6,1
50329,219943,1890,5,0
332896,298528,598,4,1
268107,15887,4845,4,1
268107,689820,2397,4,1
167265,143386,946,5,0
258538,564392,2318,4,1
258538,566615,4644,4,1
415153,930849,4050,3,1
123526,404039,2926,5,1
123526,540958,2926,5,1
123526,217685,254,5,1
123526,413249,2926,5,1
71744,280165,4828,5,0
71744,938314,4828,5,0
71744,717006,4828,5,0
71744,193276,2273,5,0
71744,125598,4828,5,0
71744,125598,4828,5,0
71744,14644,4828,5,0
71744,125598,4828,5,0
71744,125598,4828,5,0
71744,125598,4828,5,0
322919,610445,1609,4,0
322919,103133,1103,4,0
322919,197534,3619,4,0
322919,610445,1609,4,0
218606,950987,4044,4,0
218606,853036,4044,4,0
218606,343828,4044,4,0
378206,488781,541,5,0
378206,41981,2532,5,0
378206,541476,2676,5,0
378206,358724,4282,5,0
378206,790194,1967,5,0
378206,218188,2676,5,0
378206,514725,2676,5,0
378206,41981,2532,5,0
378206,218188,2676,5,0
378206,54845,2676,5,0
378206,597305,2676,5,0
378206,218188,2676,5,0
378206,819128,2676,5,0
354742,948453,165,5,1
354742,948453,165,5,1
354742,810724,935,5,1
256936,331952,121,6,0
256936,868354,4945,6,0
278823,18090,1304,6,1
278823,18090,1304,6,1
278823,18090,1304,6,1
278823,107407,1535,6,1
278823,659032,1535,6,1
278823,372492,1277,6,1
278823,323467,3742,6,1
278823,18090,1304,6,1
419726,954386,698,5,0
299176,577625,4205,6,1
299176,530716,4205,6,1
299176,470527,3396,6,1
299176,621465,4205,6,1
299176,862143,4205,6,1
32569,757002,2537,6,1
32569,705985,2537,6,1
32569,804845,2537,6,1
32569,757002,2537,6,1
32569,283515,2537,6,1
32569,757002,2537,6,1
32569,804845,2537,6,1
32569,283515,2537,6,1
370679,271326,2781,4,0
370679,248304,4257,4,0
370679,480388,2781,4,0
370679,51396,4257,4,0
370679,51396,4257,4,0
370679,660943,4243,4,0
370679,727019,4257,4,0
370679,271326,2781,4,0
370679,51396,4257,4,0
370679,901432,4257,4,0
370679,901432,4257,4,0
370679,869249,1890,4,0
370679,927995,1890,4,0
370679,943333,1890,4,0
370679,176761,1890,4,0
370679,901432,4257,4,0
329894,584363,862,6,1
329894,1059766,4792,6,1
329894,955360,398,6,1
406351,665417,1892,4,1
406351,773802,2956,4,1
406351,1085314,1892,4,1
64865,361546,4985,4,1
64865,554759,1892,4,1
64865,867540,1679,4,1
64865,487805,1892,4,1
64865,190264,1892,4,1
220388,1027736,685,6,0
107617,372141,3554,5,1
107617,543661,3554,5,1
107617,341205,3554,5,1
422917,31047,4267,4,0
422917,1094411,148,4,0
422917,246772,148,4,0
422917,394976,3980,4,0
422917,815974,4267,4,0
422917,474484,270,4,0
422917,752699,148,4,0
422917,714005,270,4,0
422917,877236,4267,4,0
422917,363297,4267,4,0
422917,554138,2677,4,0
422917,941673,4267,4,0
422917,877436,4267,4,0
422917,448499,4243,4,0
422917,285353,148,4,0
258031,817909,3446,0,1
258031,614944,3622,0,1
258031,586805,595,0,1
129965,324381,3069,5,1
129965,191499,2273,5,1
73709,1104401,4850,5,0
73709,565803,103,5,0
177193,555384,1833,5,1
177193,227983,1833,5,1
242845,566262,1536,4,0
242845,738322,4538,4,0
242845,770668,4173,4,0
242845,412698,3206,4,0
242845,15173,4538,4,0
242845,388758,4538,4,0
242845,654063,4538,4,0
242845,66612,4538,4,0
242845,928710,4538,4,0
261596,855494,411,4,1
261596,930695,897,4,1
261596,855494,411,4,1
261596,855494,411,4,1
261596,466472,1346,4,1
261596,483733,411,4,1
261596,855494,411,4,1
261596,815105,897,4,1
261596,50484,3635,4,1
187513,414185,2872,4,0
187513,955539,2792,4,0
187513,671012,2792,4,0
187513,671012,2792,4,0
316220,609472,4528,4,0
316220,962648,2206,4,0
316220,685477,4044,4,0
316220,199165,742,4,0
316220,84621,4044,4,0
316220,84621,4044,4,0
316220,132782,2122,4,0
142874,129088,4467,4,0
142874,144461,3411,4,0
82396,460642,4955,5,1
82396,460642,4955,5,1
322159,899332,4368,4,1
322159,241916,4368,4,1
322159,772395,4368,4,1
132295,860581,2459,4,0
337277,1097411,1663,6,0
337277,757517,1786,6,0
337277,328135,3578,6,0
337277,441588,3139,6,0
162620,54018,4847,3,0
162620,187983,375,3,0
162620,1046138,375,3,0
162620,263217,375,3,0
173427,620070,1644,4,1
173427,244821,1167,4,1
173427,757569,4945,4,1
173427,953865,1,4,1
173427,1015067,2731,4,1
173427,875393,4238,4,1
173427,286376,1679,4,1
173427,127086,4907,4,1
173427,588391,2731,4,1
69288,938757,931,4,0
69288,377592,931,4,0
182771,416372,4871,4,1
182771,83060,4871,4,1
182771,712129,3889,4,1
228572,873986,1056,4,0
314034,353560,3826,5,1
247938,83550,158,4,0
247938,294651,158,4,0
247938,678275,4924,4,0
247938,951933,378,4,0
356408,532548,892,4,0
356408,185098,4966,4,0
356408,612068,422,4,0
356408,374508,4435,4,0
356408,612068,422,4,0
356408,415042,78,4,0
167700,810163,1502,5,1
167700,82431,1637,5,1
167700,307817,4326,5,1
167700,580196,4709,5,1
359170,811197,87,3,0
359170,208580,87,3,0
359170,692261,598,3,0
359170,849107,630,3,0
170471,107001,2598,4,1
106446,528319,437,5,0
106446,963169,1058,5,0
106446,886214,1058,5,0
106446,950457,2883,5,0
106446,926808,1058,5,0
106446,677292,2336,5,0
106446,1107922,2883,5,0
106446,677292,2336,5,0
106446,1006017,184,5,0
106446,950457,2883,5,0
238801,833187,547,6,1
174729,1080321,4466,4,1
174729,772876,2248,4,1
46520,767899,66,4,0
46520,934814,4321,4,0
46520,217936,2206,4,0
355714,407581,798,4,0
355714,428214,2506,4,0
355714,843392,798,4,0
285025,1077027,3907,4,1
285025,691231,161,4,1
222762,1100596,1067,4,0
200934,134871,4323,6,1
200934,969814,3814,6,1
200934,1050462,4581,6,1
200934,486638,2403,6,1
338764,897158,184,5,1
338764,554912,4267,5,1
338764,822793,4267,5,1
320313,158007,2236,4,2
320313,464017,4244,4,2
320313,1092305,3144,4,2
320313,622881,1799,4,2
320313,78855,4244,4,2
320313,659206,3144,4,2
320313,584869,3144,4,2
320313,31847,4244,4,2
320313,376482,4244,4,2
198417,858394,4926,4,1
198417,628774,1218,4,1
198417,140757,2273,4,1
198417,365857,1688,4,1
2493,987083,2935,6,0
2493,826945,214,6,0
162826,344280,3861,5,1
162826,163254,4218,5,1
162826,107407,1535,5,1
162826,921189,3706,5,1
162826,606205,1522,5,1
68198,937956,1745,5,0
68198,725924,121,5,0
276986,686231,403,5,1
276986,1104980,2470,5,1
276986,254406,1661,5,1
276986,627526,2954,5,1
341215,754577,2269,5,0
341215,166782,4665,5,0
341215,681742,2269,5,0
195901,495072,1338,4,0
195901,677420,2484,4,0
195901,838831,2583,4,0
284990,523559,4044,4,0
284990,748762,4044,4,0
284990,830992,4990,4,0
284990,968383,909,4,0
284990,991507,4044,4,0
284990,882269,909,4,0
284990,830992,4990,4,0
284990,840650,4990,4,0
96081,1061847,2954,4,0
96081,783441,2954,4,0
96081,1061847,2954,4,0
10172,742194,2082,3,0
407729,226570,4420,5,0
407729,1109073,2336,5,0
407729,385461,2336,5,0
188977,63368,2382,3,1
188977,53371,1512,3,1
188977,919888,1512,3,1
188977,91527,3669,3,1
188977,153997,3669,3,1
188977,724438,3669,3,1
6058,156876,4927,6,1
6058,1078693,1027,6,1
6058,353560,3826,6,1
6058,363383,3826,6,1
6058,156876,4927,6,1
6058,789783,3099,6,1
6058,867078,1535,6,1
6058,846232,2431,6,1
132259,248039,4850,5,0
132259,442128,4850,5,0
132259,1001605,2103,5,0
132259,1001605,2103,5,0
132259,1001605,2103,5,0
41494,173776,4048,4,0
41494,173776,4048,4,0
41494,610131,1364,4,0
41494,261388,2084,4,0
41494,1039919,1200,4,0
41494,1042367,1364,4,0
41494,173776,4048,4,0
41494,139776,429,4,0
226647,1054604,4731,3,0
226647,702081,4918,3,0
226647,1054604,4731,3,0
226647,30063,4731,3,0
179098,656948,2823,4,2
179098,1011539,1890,4,2
166453,318380,2138,4,0
166453,675792,1031,4,0
340308,820532,3319,4,0
340308,56784,318,4,0
340308,371089,318,4,0
340308,231374,1892,4,0
340308,897918,318,4,0
342593,31640,3092,5,0
342593,616594,3092,5,0
29340,221704,985,6,0
188983,1024557,184,4,1
188983,109023,1595,4,1
188983,462862,590,4,1
188983,980237,1595,4,1
259544,538779,4140,6,1
259544,624877,3679,6,1
212504,59811,2176,6,0
212504,145812,1659,6,0
212504,935222,1311,6,0
212504,917098,4811,6,0
212504,484866,1597,6,0
212504,558755,1659,6,0
212504,172527,2176,6,0
271127,240812,4992,4,2
271127,1013765,3045,4,2
271127,91066,3716,4,2
271127,842196,3045,4,2
271127,539608,422,4,2
131687,983449,2824,4,0
131687,32800,2274,4,0
131687,635782,2274,4,0
234456,551228,1236,4,0
234456,568,270,4,0
234456,318842,1641,4,0
234456,678868,1922,4,0
234456,474484,270,4,0
234456,641607,270,4,0
234456,23743,1345,4,0
234456,1075688,270,4,0
234456,680038,2954,4,0
234456,678868,1922,4,0
234456,899591,3716,4,0
234456,20651,4488,4,0
234456,375681,470,4,0
398841,336728,3462,8,0
256190,750816,1056,4,0
256190,944554,323,4,0
256190,1078116,4287,4,0
256190,32386,1056,4,0
256190,186350,3578,4,0
256190,944554,323,4,0
256190,1078116,4287,4,0
40282,633432,1480,4,0
40282,718525,286,4,0
40282,582937,3446,4,0
40282,788434,1661,4,0
40282,672154,1480,4,0
145968,1023237,860,5,1
145968,438283,860,5,1
145968,997116,860,5,1
145968,623916,860,5,1
49855,771522,1890,4,0
49855,771522,1890,4,0
49855,771522,1890,4,0
49855,503522,1890,4,0
49855,503522,1890,4,0
230385,990583,1742,4,1
230385,708206,4048,4,1
205964,1094208,3541,4,0
205964,401691,28,4,0
205964,874470,2730,4,0
205964,1073032,1,4,0
17421,792061,4760,5,0
17421,88793,4760,5,0
17421,1001017,4760,5,0
17421,149825,2864,5,0
278884,1001605,2103,5,0
278884,1095198,2664,5,0
278884,418702,1188,5,0
278884,758374,3205,5,0
278884,495387,2664,5,0
278884,539797,1393,5,0
278884,348591,2664,5,0
278884,539093,1188,5,0
278884,677869,1594,5,0
70816,1038940,3004,6,0
70816,356467,4850,6,0
70816,764906,3949,6,0
70816,714175,3004,6,0
70816,444407,4850,6,0
70816,924177,4310,6,0
70816,115449,1,6,0
70816,264481,4850,6,0
70816,1097315,4850,6,0
70816,760357,4310,6,0
70816,64755,1,6,0
70816,24620,1,6,0
70816,764906,3949,6,0
70816,472260,1,6,0
70816,1022319,3004,6,0
70816,1097315,4850,6,0
78988,619341,24,6,1
333389,560692,4533,5,0
333389,743090,3198,5,0
333389,347161,1000,5,0
333389,775014,2882,5,0
333389,799851,2882,5,0
333389,341257,2882,5,0
35773,44942,3603,4,1
35773,347744,4918,4,1
35773,130173,2193,4,1
35773,223228,1897,4,1
394502,783997,184,4,1
394502,822962,1067,4,1
347476,379069,2545,5,1
312671,1030146,3859,4,2
312671,1039919,1200,4,2
312671,1039919,1200,4,2
312671,1039919,1200,4,2
312671,1039919,1200,4,2
249869,947796,1598,6,0
249869,926963,780,6,0
249869,784948,181,6,0
249869,709528,1598,6,0
249869,524346,4182,6,0
249869,308106,1,6,0
249869,928498,1067,6,0
249869,609061,1,6,0
354709,58086,3502,4,0
354709,973166,3502,4,0
367667,616929,2828,5,0
11131,898771,2508,5,0
11131,868755,1890,5,0
14217,127352,4585,5,1
162990,458072,227,5,0
125145,892817,2237,5,0
125145,329731,327,5,0
125145,289564,2223,5,0
203651,376783,840,5,0
203651,680576,2216,5,0
203651,6046,4792,5,0
203651,382370,3760,5,0
203651,10956,1228,5,0
203651,6046,4792,5,0
203651,376783,840,5,0
203651,48664,1346,5,0
270173,138454,264,5,0
270173,254463,4927,5,0
270173,51604,859,5,0
270040,503703,1058,4,0
270040,963169,1058,4,0
270040,999837,2173,4,0
270040,1057884,743,4,0
270040,175359,1058,4,0
270040,115572,1058,4,0
185060,407772,3586,4,0
185060,292920,3586,4,0
185060,557918,3586,4,0
185060,853130,3647,4,0
251550,944554,323,6,1
274559,292255,3196,4,0
274559,822002,804,4,0
274559,1022696,3196,4,0
274559,516511,1338,4,0
274559,292255,3196,4,0
274559,363802,586,4,0
274559,587529,606,4,0
274559,1022696,3196,4,0
140171,917266,4685,4,0
140171,683219,4467,4,0
140171,917266,4685,4,0
140171,728525,1421,4,0
140171,148526,4467,4,0
389295,445254,4160,4,0
389295,880576,416,4,0
389295,366786,4160,4,0
389295,883153,416,4,0
389295,641557,416,4,0
389295,343432,2385,4,0
389295,990543,4160,4,0
389295,1059899,2385,4,0
256477,560345,1538,5,1
256477,138487,416,5,1
1321,37008,1157,4,0
1321,65221,1387,4,0
1321,897059,2841,4,0
1321,870084,643,4,0
1321,573770,643,4,0
1321,417065,1387,4,0
121013,473625,2266,3,1
121013,473625,2266,3,1
186953,75166,3042,4,1
267364,729337,3828,0,1
267364,251847,1043,0,1
267364,264947,4629,0,1
240665,836076,4322,5,0
240665,425527,4322,5,0
240665,734472,4322,5,0
362627,684789,1272,5,0
362627,125632,3196,5,0
194402,157368,3410,4,1
194402,1102568,1031,4,1
194402,313717,1236,4,1
194402,1109936,2029,4,1
194402,653589,3410,4,1
339768,273635,2066,4,0
206743,1088598,2318,5,0
306549,12398,4173,5,0
340351,402941,3102,3,1
340351,678600,1801,3,1
340351,1051169,1183,3,1
328251,203050,2313,4,0
185844,448147,2834,7,0
341974,295982,1815,4,0
341974,1065636,1340,4,0
249620,605382,2652,5,0
67782,102025,4298,4,0
67782,366037,3670,4,0
67782,429683,1967,4,0
67782,828034,4289,4,0
67782,366037,3670,4,0
67782,449079,3421,4,0
67782,651029,444,4,0
359671,779070,4043,4,0
359671,945963,4043,4,0
272775,390322,3828,6,1
272775,449724,3828,6,1
272775,81471,3828,6,1
272775,184426,3828,6,1
272775,807178,3828,6,1
272775,782924,3828,6,1
272775,628247,3828,6,1
272775,665522,3828,6,1
272775,933132,3828,6,1
152922,361063,4204,4,1
152922,349999,422,4,1
152922,224365,4525,4,1
152922,612068,422,4,1
152922,114360,4525,4,1
362323,306989,3635,5,1
362323,216147,375,5,1
81956,411172,3105,0,0
81956,884047,4186,0,0
81956,484325,4186,0,0
142509,372075,941,4,2
142509,372075,941,4,2
7922,1059984,798,5,0
18952,700268,4951,5,0
18952,786262,4267,5,0
18952,1032224,2083,5,0
18952,968873,2083,5,0
215005,353560,3826,4,1
23670,592142,2066,4,2
309150,853219,2928,6,1
309150,919940,4512,6,1
309150,303881,137,6,1
311624,992139,3078,4,1
311624,132284,1556,4,1
311624,196803,1661,4,1
407719,233978,2906,4,0
407719,305705,3338,4,0
407719,757940,1461,4,0
407719,293244,3552,4,0
407719,33125,3214,4,0
407719,233818,4218,4,0
407719,505503,3602,4,0
407719,532875,3214,4,0
61300,518932,3859,4,0
61300,331371,1618,4,0
346053,88203,3760,5,0
346053,859517,3828,5,0
10452,726488,4648,5,0
10452,200958,4755,5,0
16464,756511,1340,5,0
16464,1077433,1340,5,0
16464,464996,4161,5,0
16464,716783,1340,5,0
16464,791347,4015,5,0
16464,669777,4161,5,0
16464,557404,1340,5,0
16464,510381,270,5,0
16464,18569,4161,5,0
16464,714005,270,5,0
16464,182850,270,5,0
332670,1016774,628,4,0
332670,828350,2928,4,0
332670,98723,2677,4,0
332670,554138,2677,4,0
332670,1043633,2677,4,0
332670,949964,628,4,0
332670,646672,2677,4,0
332670,554138,2677,4,0
332670,497861,2677,4,0
354160,737808,4927,6,0
354160,212392,4927,6,0
354160,594356,484,6,0
354160,402730,1785,6,0
354160,843108,2066,6,0
354160,843108,2066,6,0
354160,630415,2066,6,0
354160,44924,1785,6,0
90527,34049,2291,6,2
295759,453184,3663,6,0
295759,785820,2560,6,0
295759,202188,4173,6,0
295759,388928,2560,6,0
199645,891733,996,5,0
199645,542292,1104,5,0
84128,430509,1583,4,1
203064,391938,4928,5,1
379564,1077185,4533,6,1
379564,713695,66,6,1
379005,13929,4161,4,0
379005,258481,4161,4,0
379005,241232,4161,4,0
379005,992312,1000,4,0
379005,584375,4161,4,0
379005,652255,4161,4,0
379005,384440,4161,4,0
379005,128117,4161,4,0
379005,916884,4161,4,0
69247,6450,2954,4,1
69247,485533,3496,4,1
69247,246643,192,4,1
69247,1041750,2954,4,1
69247,137747,1999,4,1
69247,100198,192,4,1
69247,388836,3551,4,1
414196,1109106,3518,4,1
414196,944554,323,4,1
414196,1110009,298,4,1
12264,928498,1067,5,1
12264,211843,3845,5,1
12264,976834,3845,5,1
12264,608245,3845,5,1
12264,124248,4731,5,1
118627,779070,4043,4,2
118627,342499,606,4,2
118627,414160,2311,4,2
118627,652557,1670,4,2
118627,496758,4043,4,2
211273,730755,1952,4,0
211273,525731,4368,4,0
211273,342992,4614,4,0
211273,525731,4368,4,0
211273,719903,4614,4,0
211273,1020464,4614,4,0
151200,378956,1008,3,1
151200,135961,2336,3,1
406287,565137,682,0,1
406287,922514,3368,0,1
421154,239599,3596,5,0
421154,1102377,4766,5,0
421154,195478,1535,5,0
421154,985527,1535,5,0
421154,796944,216,5,0
351309,333423,1916,4,2
371383,952198,588,4,2
371383,601518,4239,4,2
371383,764906,3949,4,2
25702,411253,3205,4,1
35260,559495,794,5,0
35260,448467,416,5,0
35260,237647,909,5,0
35260,462476,2103,5,0
35260,955346,2103,5,0
35260,237647,909,5,0
35260,813135,1867,5,0
308462,136973,141,6,0
260384,922514,3368,3,0
260384,505684,4701,3,0
260384,440815,3828,3,0
260384,505684,4701,3,0
260384,161163,2181,3,0
216952,856368,1346,5,2
216952,856368,1346,5,2
42341,170514,62,3,1
42341,657244,3195,3,1
42341,79558,2591,3,1
217124,558635,2367,4,0
217124,277228,1736,4,0
217124,933353,2617,4,0
179194,574614,1892,4,0
179194,391880,1892,4,0
179194,362953,1892,4,0
179194,574614,1892,4,0
179194,487805,1892,4,0
179194,487805,1892,4,0
372451,944554,323,6,0
278868,601672,4049,3,0
278868,854354,4410,3,0
215554,563878,1623,5,1
215554,494967,397,5,1
215554,446014,1667,5,1
23786,116249,32,4,1
23786,515757,4368,4,1
23786,723247,32,4,1
23786,649841,2332,4,1
23786,525731,4368,4,1
23786,1059899,2385,4,1
23786,670026,2332,4,1
23786,194825,4368,4,1
23786,599997,4368,4,1
23786,194825,4368,4,1
23786,1101675,4368,4,1
84400,52950,2497,5,1
84400,1036142,3835,5,1
84400,124577,2497,5,1
84400,781513,4845,5,1
84400,950923,4845,5,1
84400,258498,1268,5,1
84400,869295,2318,5,1
84400,592542,4845,5,1
84400,869295,2318,5,1
243830,433248,793,5,1
333647,117977,3017,4,0
333647,468189,608,4,0
333647,847270,1742,4,0
326228,469202,3472,5,1
271035,283715,1024,5,0
217425,478755,4661,4,1
205461,718747,4267,5,1
205461,589036,4267,5,1
296050,375821,4363,4,1
400373,902116,2585,5,0
400373,769461,4600,5,0
400373,514922,2585,5,0
400373,1046651,2585,5,0
99725,173257,1113,5,0
99725,1063425,3323,5,0
384797,1099453,4771,4,1
384797,363734,4200,4,1
355049,916757,2193,5,0
284718,914633,586,4,0
284718,820475,586,4,0
284718,626653,586,4,0
371266,848615,4722,7,1
371266,843832,2005,7,1
328230,191499,2273,4,0
328230,302973,3935,4,0
328230,245593,1867,4,0
328230,1109795,3425,4,0
328230,292721,3935,4,0
328230,875391,3935,4,0
328230,487197,3935,4,0
328230,139128,611,4,0
328230,1096072,3425,4,0
368792,126271,1000,4,0
372547,772611,4073,6,0
372547,338577,4597,6,0
372547,492269,3600,6,0
372547,170839,3318,6,0
372547,767113,3600,6,0
